,meanSpeed,sdSpeed,maxAccelX,maxAccelY,maxAccelZ,maxGyroX,maxGyroY,maxGyroZ,minAccelX,minAccelY,minAccelZ,minGyroX,minGyroY,minGyroZ,meanAccelX,meanAccelY,meanAccelZ,meanGyroX,meanGyroY,meanGyroZ,sdAccelX,sdAccelY,sdAccelZ,sdGyroX,sdGyroY,sdGyroZ,pothole
0,0.0,0.0,0.21766662597656197,-0.946929931640625,0.21209716796875,0.0329595479669297,0.048733983735687006,0.107899303145105,0.0113525390625,-0.98004150390625,0.15834045410156197,-0.014854313612135,-0.0873756522044097,-0.00335371876073678,0.06948242187499995,-0.957383728027344,0.1961624145507814,-0.004363376393207623,-0.004649932526500147,0.012761894575270574,0.05573007654920862,0.008746670254265627,0.014409890408871957,0.017400722466365686,0.03312513458342209,0.03391720881049508,False
1,0.0479999989271164,0.10119288286355091,0.0785064697265625,-0.933135986328125,0.271774291992188,-0.0031795480254456,0.00966061685426244,0.00726803293093525,0.058868408203125,-0.9709320068359379,0.14947509765625,-0.0234786944862476,-0.00943265026495165,-0.00976048539514041,0.06686553955078126,-0.9525390625,0.2123001098632813,-0.01414375560169093,-0.0005465072872951596,-0.0017427193541260503,0.006927798129431469,0.0133113463981005,0.04905685946856204,0.00710688513632213,0.005323735787674863,0.005046382461411919,False
2,0.2259999930858613,0.08002777028888344,0.06744384765625,-0.9461822509765621,0.209808349609375,-0.00633379602053545,0.00544163705535891,0.00204450876885383,0.0550079345703125,-0.9678955078125,0.15214538574218803,-0.0190519881223179,-0.00522165994931836,-0.0055401740156918395,0.06222686767578125,-0.9588668823242186,0.18010253906250012,-0.013297296480820151,-0.0008710933609540169,-0.0015199725605518238,0.004531277762890678,0.007015046718954694,0.020926303843311737,0.0036947555170133623,0.004021726212935228,0.0025294318217777122,False
3,0.05699999928474429,0.1802498243677605,0.10113525390625,-0.91070556640625,0.368362426757812,0.00323147966670215,0.00864755037559629,0.00529116845376943,0.06646728515625,-0.9496612548828121,0.19502258300781197,-0.0212160728241162,-0.0148415304389026,-0.00979936754705557,0.0846282958984375,-0.923638916015625,0.3144317626953124,-0.00903384189171228,-0.0018563031746179324,-0.0023267505811804283,0.00886803865665544,0.012039828555212774,0.05229180664399017,0.008126306789827835,0.006321233752540104,0.004978006449854033,False
4,1.288999998569491,0.661688931897676,0.110000610351562,-0.8900909423828121,0.365234375,-0.00538624330468526,0.0597397632565485,0.0158157147656536,0.028350830078125,-0.939727783203125,0.306640625,-0.0269280207301182,-0.00838070163437035,-0.0301610982934744,0.0785491943359375,-0.921405029296875,0.33385009765625,-0.01787726776548391,0.019687791200963388,-0.005778154090701324,0.024362633684623467,0.01705247305009346,0.021517197265313762,0.006549428880991969,0.022648622036566046,0.016374415909004233,False
5,4.352000141143798,1.680699634692184,0.16630554199218803,-0.79962158203125,0.427749633789062,0.0628141164189359,0.0043729105099101105,0.102189752084084,-0.10089111328125,-0.9569854736328121,0.307586669921875,-0.09487884225959901,-0.112752914231775,0.0019358517963786,0.03715820312500005,-0.90087890625,0.3515045166015625,-0.009045160326345133,-0.05716187658457363,0.045902111390551205,0.08510791092425292,0.045010993158915026,0.036605942594217886,0.0412931583478616,0.04312631565658289,0.03525701833063359,False
6,7.833999824523926,1.4721274652878018,0.120223999023438,-0.863433837890625,0.461563110351562,0.112320416870746,-0.00374280659599736,0.25360031375112196,-0.14155578613281197,-0.973876953125,0.271392822265625,-0.0787928166433024,-0.280897182292217,-0.00292947719908716,0.018646240234375104,-0.9272064208984375,0.3336563110351562,0.017025668743709272,-0.06552135282505603,0.050562084034360945,0.06867687387912792,0.0312713172842534,0.054883343339368715,0.047794737186633345,0.08282465469545097,0.07359219061658157,False
7,9.529999923706054,0.6290203256077814,0.123641967773438,-0.869659423828125,0.355087280273438,0.0191686345780633,0.0360876969833367,0.0652932530776907,-0.09063720703125,-0.961700439453125,0.22021484375,-0.0361875655242147,-0.12448999778797198,-0.0586257629725683,0.03093719482421875,-0.9253692626953125,0.2864013671875,-0.002984737791706309,-0.027955068804507273,0.008251431795057912,0.06704402041124544,0.03095840634227863,0.039479727688647305,0.019285105751810264,0.05471285458400176,0.041908846280791244,False
8,11.7229999542236,0.37070677429132176,0.128250122070312,-0.8537445068359379,0.330764770507812,0.0598220549342319,0.0549247680056852,0.0783486013734771,-0.0951690673828125,-1.01036071777344,0.21051025390625,-0.105260110504837,-0.144743071561916,-0.0598612034022561,0.07349090576171866,-0.9297073364257814,0.27835998535156226,-0.00962999050172655,-0.008979220457754766,-0.0015681225130604697,0.06859844390008384,0.05196563268683135,0.04222130872845988,0.05561660167258425,0.07075187278188608,0.0419812573750794,False
9,12.487000370025639,0.1588883763701116,0.299819946289062,-0.9181671142578121,0.324020385742188,0.0201904894883267,0.21542895953090802,0.0333006989025688,-0.0314483642578125,-1.03565979003906,0.160125732421875,-0.10571817421233,-0.0617467214540322,-0.13794402129894298,0.10389251708984375,-0.9670989990234373,0.25803833007812493,-0.04047855719899393,0.04759313878791888,-0.035295832664812544,0.08876902711319684,0.034446216634545494,0.05062619341809387,0.045564520602800994,0.07953886117939479,0.05221547521038259,False
